epi_week;date;country;state;city;newDeaths;deaths;newCases;totalCases;deathsMS;totalCasesMS;deaths_per_100k_inhabitants;totalCases_per_100k_inhabitants;deaths_by_totalCases;recovered;suspects;tests;tests_per_100k_inhabitants;vaccinated;vaccinated_per_100_inhabitants;vaccinated_second;vaccinated_second_per_100_inhabitants;vaccinated_single;vaccinated_single_per_100_inhabitants
9;25/02/2020;Brazil;TOTAL;TOTAL;0;0;1;1;0;0;0;47;0;;;;;;;;;;
9;26/02/2020;Brazil;TOTAL;TOTAL;0;0;0;1;0;1;0;47;0;;;;;;;;;;
9;27/02/2020;Brazil;TOTAL;TOTAL;0;0;0;1;0;1;0;47;0;;;;;;;;;;
9;28/02/2020;Brazil;TOTAL;TOTAL;0;0;1;2;0;1;0;94;0;;;;;;;;;;
9;29/02/2020;Brazil;TOTAL;TOTAL;0;0;0;2;0;2;0;94;0;;;;;;;;;;
10;01/03/2020;Brazil;TOTAL;TOTAL;0;0;0;2;0;2;0;94;0;;;;;;;;;;
10;02/03/2020;Brazil;TOTAL;TOTAL;0;0;0;2;0;2;0;94;0;;;;;;;;;;
10;03/03/2020;Brazil;TOTAL;TOTAL;0;0;0;2;0;2;0;94;0;;;;;;;;;;
10;04/03/2020;Brazil;TOTAL;TOTAL;0;0;1;3;0;3;0;141;0;;;;;;;;;;
10;05/03/2020;Brazil;TOTAL;TOTAL;0;0;4;7;0;7;0;328;0;;;;;;;;;;
10;06/03/2020;Brazil;TOTAL;TOTAL;0;0;7;14;0;13;0;656;0;;;;;;;;;;
10;07/03/2020;Brazil;TOTAL;TOTAL;0;0;5;19;0;19;0;891;0;;;;;;;;;;
11;08/03/2020;Brazil;TOTAL;TOTAL;0;0;6;25;0;25;0;1172;0;;;;;;;;;;
11;09/03/2020;Brazil;TOTAL;TOTAL;0;0;0;25;0;25;0;1172;0;;;;;;;;;;
11;10/03/2020;Brazil;TOTAL;TOTAL;0;0;9;34;0;34;0;1594;0;;;;;;;;;;
11;11/03/2020;Brazil;TOTAL;TOTAL;0;0;19;53;0;52;0;2485;0;;;;;;;;;;
11;12/03/2020;Brazil;TOTAL;TOTAL;0;0;36;89;0;77;0;4172;0;;;;;;;;;;
11;13/03/2020;Brazil;TOTAL;TOTAL;0;0;17;106;0;98;0;4969;0;;;;;;;;;;
11;14/03/2020;Brazil;TOTAL;TOTAL;0;0;36;142;0;121;0;6657;0;;;;;;;;;;
12;15/03/2020;Brazil;TOTAL;TOTAL;0;0;83;225;0;200;0;10548;0;;;;;;;;;;
12;16/03/2020;Brazil;TOTAL;TOTAL;0;0;54;279;0;234;0;13079;0;;;;;;;;;;
12;17/03/2020;Brazil;TOTAL;TOTAL;1;1;54;333;1;291;47;15611;300;;;;;;;;;;
12;18/03/2020;Brazil;TOTAL;TOTAL;3;4;181;514;4;428;188;24096;778;;;;;;;;;;
12;19/03/2020;Brazil;TOTAL;TOTAL;3;7;129;643;6;621;328;30143;1089;;;;;;;;;;
12;20/03/2020;Brazil;TOTAL;TOTAL;4;11;331;974;11;904;516;45660;1129;;;;;;;;;;
12;21/03/2020;Brazil;TOTAL;TOTAL;7;18;224;1198;18;1128;844;56160;1503;;;;;;;;;;
13;22/03/2020;Brazil;TOTAL;TOTAL;7;25;396;1594;25;1546;1172;74724;1568;;;;;;;;;;
13;23/03/2020;Brazil;TOTAL;TOTAL;9;34;358;1952;34;1891;1594;91507;1742;8;15867;;;;;;;;
13;24/03/2020;Brazil;TOTAL;TOTAL;13;47;303;2255;46;2201;2203;105711;2084;20;17700;;;;;;;;
13;25/03/2020;Brazil;TOTAL;TOTAL;12;59;311;2566;57;2433;2766;120290;2299;27;27227;;;;;;;;
13;26/03/2020;Brazil;TOTAL;TOTAL;18;77;424;2990;77;2915;3610;140167;2575;42;50012;;;;;;;;
13;27/03/2020;Brazil;TOTAL;TOTAL;16;93;486;3476;92;3417;4360;162949;2675;42;51903;;;;;;;;
13;28/03/2020;Brazil;TOTAL;TOTAL;22;115;479;3955;114;3903;5391;185404;2908;56;53256;;;;;;;;
14;29/03/2020;Brazil;TOTAL;TOTAL;24;139;360;4315;136;4256;6516;202281;3221;56;59066;;;;;;;;
14;30/03/2020;Brazil;TOTAL;TOTAL;27;166;348;4663;159;4579;7782;218594;3560;66;58163;;;;;;;;
14;31/03/2020;Brazil;TOTAL;TOTAL;36;202;1161;5824;201;5717;9469;273020;3468;66;64941;;;;;;;;
14;01/04/2020;Brazil;TOTAL;TOTAL;42;244;1107;6931;240;6836;11438;324915;3520;78;64537;;;;;;;;
14;02/04/2020;Brazil;TOTAL;TOTAL;61;305;1169;8100;299;7910;14298;379715;3765;78;69980;;;;;;;;
14;03/04/2020;Brazil;TOTAL;TOTAL;60;365;1112;9212;359;9056;17111;431844;3962;78;72409;;;;;;;;
14;04/04/2020;Brazil;TOTAL;TOTAL;80;445;1169;10381;432;10278;20861;486645;4287;78;75599;;;;;;;;
15;05/04/2020;Brazil;TOTAL;TOTAL;52;497;1043;11424;486;11130;23299;535539;4350;104;77432;;;;;;;;
15;06/04/2020;Brazil;TOTAL;TOTAL;73;570;838;12262;553;12056;26721;574824;4649;355;78016;;;;;;;;
15;07/04/2020;Brazil;TOTAL;TOTAL;121;691;1821;14083;667;13717;32393;660189;4907;575;92611;;;;;;;;
15;08/04/2020;Brazil;TOTAL;TOTAL;135;826;2175;16258;800;15927;38722;762150;5081;796;95190;;;;;;;;
15;09/04/2020;Brazil;TOTAL;TOTAL;133;959;1937;18195;941;17857;44956;852953;5271;845;101430;;;;;;;;
15;10/04/2020;Brazil;TOTAL;TOTAL;114;1073;1742;19937;1056;19638;50301;934616;5382;999;117103;;;;;;;;
15;11/04/2020;Brazil;TOTAL;TOTAL;68;1141;1055;20992;1124;20727;53488;984072;5435;1016;116697;;;;;;;;
16;12/04/2020;Brazil;TOTAL;TOTAL;96;1237;1464;22456;1223;22169;57989;1052702;5509;1080;119817;;;;;;;;
16;13/04/2020;Brazil;TOTAL;TOTAL;120;1357;1412;23868;1328;23430;63614;1118895;5685;2977;122545;;;;;;;;
16;14/04/2020;Brazil;TOTAL;TOTAL;200;1557;1909;25777;1532;25262;72990;1208386;6040;3152;125661;;;;;;;;
16;15/04/2020;Brazil;TOTAL;TOTAL;203;1760;3242;29019;1736;28320;82506;1360366;6065;4273;127808;;;;;;;;
16;16/04/2020;Brazil;TOTAL;TOTAL;202;1962;2082;31101;1924;30425;91976;1457967;6308;4471;131354;;;;;;;;
16;17/04/2020;Brazil;TOTAL;TOTAL;211;2173;3296;34397;2141;33682;101867;1612478;6317;5032;140962;;;;;;;;
16;18/04/2020;Brazil;TOTAL;TOTAL;202;2375;2778;37175;2347;36599;111336;1742706;6389;5157;144535;;;;;;;;
17;19/04/2020;Brazil;TOTAL;TOTAL;116;2491;2022;39197;2462;38654;116774;1837495;6355;5618;148191;;;;;;;;
17;20/04/2020;Brazil;TOTAL;TOTAL;107;2598;1740;40937;2575;40581;121790;1919063;6346;6722;150556;;;;;;;;
17;21/04/2020;Brazil;TOTAL;TOTAL;174;2772;2742;43679;2741;43079;129947;2047604;6346;7407;160377;;;;;;;;
17;22/04/2020;Brazil;TOTAL;TOTAL;169;2941;2740;46419;2906;45757;137870;2176051;6336;8594;161004;;;;;;;;
17;23/04/2020;Brazil;TOTAL;TOTAL;408;3349;3879;50298;3313;49492;156996;2357892;6658;9160;162940;;;;;;;;
17;24/04/2020;Brazil;TOTAL;TOTAL;373;3722;3910;54208;3670;52995;174482;2541187;6866;10456;164897;;;;;;;;
17;25/04/2020;Brazil;TOTAL;TOTAL;352;4074;5299;59507;4016;58509;190983;2789596;6846;11760;177807;;;;;;;;
18;26/04/2020;Brazil;TOTAL;TOTAL;227;4301;3715;63222;4205;61888;201624;2963749;6803;12514;181924;179698;84.23963;;;;;;
18;27/04/2020;Brazil;TOTAL;TOTAL;305;4606;4145;67367;4543;66501;215922;3158060;6837;13850;188205;187145;87.73067;;;;;;
18;28/04/2020;Brazil;TOTAL;TOTAL;488;5094;6231;73598;5017;71886;238799;3450160;6921;15309;192629;189730;88.94248;;;;;;
18;29/04/2020;Brazil;TOTAL;TOTAL;443;5537;6201;79799;5466;78162;259566;3740853;6939;16206;197625;194407;91.13499;;;;;;
18;30/04/2020;Brazil;TOTAL;TOTAL;443;5980;7322;87121;5901;85380;280333;4084097;6864;18241;219598;238863;111.97527;;;;;;
18;01/05/2020;Brazil;TOTAL;TOTAL;459;6439;5544;92665;6329;91589;301850;4343991;6949;19557;228335;238863;111.97527;;;;;;
18;02/05/2020;Brazil;TOTAL;TOTAL;371;6810;4913;97578;6750;96559;319242;4574305;6979;20680;230734;238863;111.97527;;;;;;
19;03/05/2020;Brazil;TOTAL;TOTAL;267;7077;4445;102023;7025;101147;331759;4782680;6937;21619;236614;250023;117.20690;;;;;;
19;04/05/2020;Brazil;TOTAL;TOTAL;304;7381;6982;109005;7321;107780;346010;5109985;6771;22599;234778;250291;117.33254;;;;;;
19;05/05/2020;Brazil;TOTAL;TOTAL;591;7972;7407;116412;7921;114715;373715;5457214;6848;24721;235844;250291;117.33254;;;;;;
19;06/05/2020;Brazil;TOTAL;TOTAL;625;8597;10539;126951;8536;125218;403014;5951266;6772;29175;251417;299004;140.16844;;;;;;
19;07/05/2020;Brazil;TOTAL;TOTAL;675;9272;9736;136687;9146;135106;434657;6407675;6783;34745;263089;300565;140.90021;;;;;;
19;08/05/2020;Brazil;TOTAL;TOTAL;754;10026;10402;147089;9897;145328;470003;6895304;6816;36382;270166;300565;140.90021;;;;;;
19;09/05/2020;Brazil;TOTAL;TOTAL;671;10697;10162;157251;10627;155939;501459;7371683;6803;39664;278561;300565;140.90021;;;;;;
20;10/05/2020;Brazil;TOTAL;TOTAL;478;11175;6259;163510;11123;162699;523867;7665095;6834;48361;282594;359273;168.42161;;;;;;
20;11/05/2020;Brazil;TOTAL;TOTAL;485;11660;6219;169729;11519;168331;546603;7956632;6870;51415;286633;359273;168.42161;;;;;;
20;12/05/2020;Brazil;TOTAL;TOTAL;842;12502;9604;179333;12400;177589;586074;8406853;6971;56348;291636;359273;168.42161;;;;;;
20;13/05/2020;Brazil;TOTAL;TOTAL;778;13280;11695;191028;13149;188974;622546;8955096;6952;62543;293234;359273;168.42161;;;;;;
20;14/05/2020;Brazil;TOTAL;TOTAL;789;14069;14130;205158;13993;202918;659533;9617489;6858;69313;312279;430405;201.76719;;;;;;
20;15/05/2020;Brazil;TOTAL;TOTAL;914;14983;15462;220620;14817;218223;702380;10342323;6791;73615;320559;466209;218.55155;;;;;;
20;16/05/2020;Brazil;TOTAL;TOTAL;719;15702;14055;234675;15633;233142;736085;11001200;6691;79883;325939;466209;218.55155;;;;;;
21;17/05/2020;Brazil;TOTAL;TOTAL;500;16202;7669;242344;16118;241080;759525;11360711;6686;83525;324989;466209;218.55155;;;;;;
21;18/05/2020;Brazil;TOTAL;TOTAL;722;16924;14555;256899;16792;254220;793371;12043027;6588;94294;371828;583549;273.55872;;;;;;
21;19/05/2020;Brazil;TOTAL;TOTAL;1150;18074;17483;274382;17971;271628;847281;12862603;6587;102197;357562;583549;273.55872;;;;;;
21;20/05/2020;Brazil;TOTAL;TOTAL;985;19059;20221;294603;18859;291579;893456;13810532;6469;112074;368166;583549;273.55872;;;;;;
21;21/05/2020;Brazil;TOTAL;TOTAL;1069;20128;18143;312746;20047;310087;943569;14661047;6436;122013;370025;583549;273.55872;;;;;;
21;22/05/2020;Brazil;TOTAL;TOTAL;1031;21159;21798;334544;21048;330890;991901;15682904;6325;131078;390786;705048;330.51557;;;;;;
21;23/05/2020;Brazil;TOTAL;TOTAL;1046;22205;17010;351554;22013;347398;1040936;16480306;6316;151300;397461;705289;330.62854;;;;;;
22;24/05/2020;Brazil;TOTAL;TOTAL;658;22863;14477;366031;22666;363211;1071782;17158965;6246;163583;407438;705289;330.62854;;;;;;
22;25/05/2020;Brazil;TOTAL;TOTAL;726;23589;12779;378810;23473;374898;1105816;17758025;6227;171023;408031;846669;396.90529;;;;;;
22;26/05/2020;Brazil;TOTAL;TOTAL;1055;24644;16323;395133;24512;391222;1155272;18523222;6237;181069;409042;883885;414.35158;;;;;;
22;27/05/2020;Brazil;TOTAL;TOTAL;1060;25704;20198;415331;25598;411821;1204964;19470073;6189;190847;433254;883885;414.35158;;;;;;
22;28/05/2020;Brazil;TOTAL;TOTAL;1189;26893;28333;443664;26754;438238;1260702;20798280;6062;202757;438008;935748;438.66415;;;;;;
22;29/05/2020;Brazil;TOTAL;TOTAL;1138;28031;26890;470554;27878;465166;1314050;22058842;5957;216641;448612;1084104;508.21114;;;;;;
22;30/05/2020;Brazil;TOTAL;TOTAL;864;28895;32320;502874;28834;498440;1354553;23573953;5746;259340;464824;1104772;517.89998;;;;;;
23;31/05/2020;Brazil;TOTAL;TOTAL;470;29365;13222;516096;29314;514849;1376586;24193780;5690;270248;468308;1104772;517.89998;;;;;;
23;01/06/2020;Brazil;TOTAL;TOTAL;742;30107;15149;531245;29937;526447;1411369;24903941;5667;281394;469746;1104772;517.89998;;;;;;
23;02/06/2020;Brazil;TOTAL;TOTAL;1364;31471;31672;562917;31199;555383;1475312;26388676;5591;295743;477224;1247455;584.78755;;;;;;
23;03/06/2020;Brazil;TOTAL;TOTAL;1194;32665;26085;589002;32548;584016;1531285;27611500;5546;306346;498111;1247455;584.78755;;;;;;
23;04/06/2020;Brazil;TOTAL;TOTAL;1510;34175;31950;620952;34021;614941;1602071;29109266;5504;322965;505516;1247455;584.78755;;;;;;
23;05/06/2020;Brazil;TOTAL;TOTAL;1076;35251;32098;653050;35026;645771;1652512;30613971;5398;343001;552662;1375741;644.92604;;;;;;
23;06/06/2020;Brazil;TOTAL;TOTAL;801;36052;23790;676840;35930;672846;1690062;31729209;5327;356563;571355;1470260;689.23508;;;;;;
24;07/06/2020;Brazil;TOTAL;TOTAL;476;36528;17985;694825;36455;691758;1712376;32572318;5257;368135;574654;1470260;689.23508;;;;;;
24;08/06/2020;Brazil;TOTAL;TOTAL;863;37391;17335;712160;37134;707412;1752832;33384956;5250;379886;577781;1470260;689.23508;;;;;;
24;09/06/2020;Brazil;TOTAL;TOTAL;1193;38584;31692;743852;38406;739503;1808758;34870628;5187;398366;588300;1605960;752.84913;;;;;;
24;10/06/2020;Brazil;TOTAL;TOTAL;1236;39820;33789;777641;39680;772416;1866700;36454604;5121;415545;609821;1605960;752.84913;;;;;;
24;11/06/2020;Brazil;TOTAL;TOTAL;1269;41089;28758;806399;40919;802828;1926189;37802734;5095;433145;641947;1605960;752.84913;;;;;;
24;12/06/2020;Brazil;TOTAL;TOTAL;842;41931;24255;830654;41828;828810;1965660;38939771;5048;447197;642237;1605960;752.84913;;;;;;
24;13/06/2020;Brazil;TOTAL;TOTAL;857;42788;21189;851843;42720;850514;2005835;39933078;5023;461510;654713;1826663;856.31128;;;;;;
25;14/06/2020;Brazil;TOTAL;TOTAL;634;43422;16792;868635;43332;867624;2035556;40720261;4999;471215;635617;1828459;857.15321;;;;;;
25;15/06/2020;Brazil;TOTAL;TOTAL;764;44186;24616;893251;43959;888271;2071371;41874221;4947;479783;632654;1828459;857.15321;;;;;;
25;16/06/2020;Brazil;TOTAL;TOTAL;1332;45518;36982;930233;45241;923189;2133813;43607880;4893;492079;647347;1828459;857.15321;;;;;;
25;17/06/2020;Brazil;TOTAL;TOTAL;1185;46703;30920;961153;46510;955377;2189364;45057362;4859;523450;667661;2117602;992.69897;;;;;;
25;18/06/2020;Brazil;TOTAL;TOTAL;1237;47940;25517;986670;47748;978142;2247353;46253559;4859;537266;674042;2550648;1195.70421;;;;;;
25;19/06/2020;Brazil;TOTAL;TOTAL;1172;49112;56055;1042725;48954;1032913;2302294;48881330;4710;558812;690406;2550648;1195.70421;;;;;;
25;20/06/2020;Brazil;TOTAL;TOTAL;982;50094;28854;1071579;49976;1067579;2348329;50233961;4675;591760;703893;2550648;1195.70421;;;;;;
26;21/06/2020;Brazil;TOTAL;TOTAL;609;50703;16566;1088145;50617;1085038;2376878;51010550;4660;603482;705788;2782076;1304.19407;;;;;;
26;22/06/2020;Brazil;TOTAL;TOTAL;735;51438;26488;1114633;51271;1106470;2411334;52252266;4615;617491;703204;2782076;1304.19407;;;;;;
26;23/06/2020;Brazil;TOTAL;TOTAL;1405;52843;39500;1154133;52645;1145906;2477198;54103965;4579;631012;705799;2782076;1304.19407;;;;;;
26;24/06/2020;Brazil;TOTAL;TOTAL;1110;53953;41053;1195186;53830;1188631;2529233;56028466;4514;663155;712681;2793176;1309.39758;;;;;;
26;25/06/2020;Brazil;TOTAL;TOTAL;1173;55126;41464;1236650;54971;1228114;2584221;57972234;4458;684348;695858;2793176;1309.39758;;;;;;
26;26/06/2020;Brazil;TOTAL;TOTAL;992;56118;44881;1281531;55961;1274974;2630725;60076185;4379;706569;710170;3157120;1480.00888;;;;;;
26;27/06/2020;Brazil;TOTAL;TOTAL;1035;57153;36918;1318449;57070;1313667;2679244;61806844;4335;731780;708323;3157120;1480.00888;;;;;;
27;28/06/2020;Brazil;TOTAL;TOTAL;600;57753;32990;1351439;57622;1344143;2707371;63353364;4273;750188;709836;3157120;1480.00888;;;;;;
27;29/06/2020;Brazil;TOTAL;TOTAL;714;58467;21439;1372878;58314;1368195;2740842;64358391;4259;761981;727018;3203771;1501.87815;;;;;;
27;30/06/2020;Brazil;TOTAL;TOTAL;1314;59781;39680;1412558;59594;1402041;2802441;66218528;4232;792488;739535;3203771;1501.87815;;;;;;
27;01/07/2020;Brazil;TOTAL;TOTAL;1086;60867;46825;1459383;60632;1448753;2853351;68413611;4171;930362;747616;3504141;1642.68694;;;;;;
27;02/07/2020;Brazil;TOTAL;TOTAL;1258;62125;44398;1503781;61884;1496858;2912324;70494920;4131;966910;751144;3504141;1642.68694;;;;;;
27;03/07/2020;Brazil;TOTAL;TOTAL;1213;63338;43038;1546819;63174;1539081;2969187;72512475;4095;990688;773235;3504141;1642.68694;;;;;;
27;04/07/2020;Brazil;TOTAL;TOTAL;1057;64395;33566;1580385;64265;1577004;3018738;74085997;4075;1020024;782500;3504141;1642.68694;;;;;;
28;05/07/2020;Brazil;TOTAL;TOTAL;559;64954;25192;1605577;64867;1603055;3044943;75266959;4046;1044332;780207;3889883;1823.51681;;;;;;
28;06/07/2020;Brazil;TOTAL;TOTAL;683;65637;24452;1630029;65487;1623284;3076961;76413231;4027;1068615;787252;3889883;1823.51681;;;;;;
28;07/07/2020;Brazil;TOTAL;TOTAL;1299;66936;46696;1676725;66741;1668589;3137856;78602267;3992;1113085;797262;3889883;1823.51681;;;;;;
28;08/07/2020;Brazil;TOTAL;TOTAL;1173;68109;45249;1721974;67964;1713160;3192844;80723470;3955;1146728;817764;4287499;2009.91302;;;;;;
28;09/07/2020;Brazil;TOTAL;TOTAL;1222;69331;42956;1764930;69184;1755779;3250130;82737180;3928;1175420;827775;4287499;2009.91302;;;;;;
28;10/07/2020;Brazil;TOTAL;TOTAL;1299;70630;44310;1809240;70398;1800827;3311025;84814365;3904;1217361;887741;4287499;2009.91302;;;;;;
28;11/07/2020;Brazil;TOTAL;TOTAL;931;71561;34946;1844186;71469;1839850;3354669;86452579;3880;1244088;892187;4869986;2282.97389;;;;;;
29;12/07/2020;Brazil;TOTAL;TOTAL;617;72178;23657;1867843;72100;1864681;3383593;87561582;3864;1264843;888046;4870980;2283.43986;;;;;;
29;13/07/2020;Brazil;TOTAL;TOTAL;832;73010;22539;1890382;72833;1884967;3422596;88618176;3862;1291251;886727;4870980;2283.43986;;;;;;
29;14/07/2020;Brazil;TOTAL;TOTAL;1301;74311;42770;1933152;74133;1926824;3483584;90623167;3844;1328535;916266;4870980;2283.43986;;;;;;
29;15/07/2020;Brazil;TOTAL;TOTAL;1271;75582;40564;1973716;75366;1966748;3543167;92524744;3829;1367648;932931;5074948;2379.05690;;;;;;
29;16/07/2020;Brazil;TOTAL;TOTAL;1320;76902;43838;2017554;76688;2012151;3605046;94579802;3812;1398471;937349;5233799;2453.52378;;;;;;
29;17/07/2020;Brazil;TOTAL;TOTAL;1123;78025;34680;2052234;77851;2046328;3657691;96205546;3802;1428733;919587;5233799;2453.52378;;;;;;
29;18/07/2020;Brazil;TOTAL;TOTAL;844;78869;25694;2077928;78772;2074860;3697256;97410041;3796;1459072;921836;5233799;2453.52378;;;;;;
30;19/07/2020;Brazil;TOTAL;TOTAL;703;79572;23216;2101144;79488;2098389;3730212;98498371;3787;1489635;921194;5233799;2453.52378;;;;;;
30;20/07/2020;Brazil;TOTAL;TOTAL;774;80346;23008;2124152;80120;2118646;3766496;99576951;3782;1521443;928969;5535729;2595.06388;;;;;;
30;21/07/2020;Brazil;TOTAL;TOTAL;1317;81663;46927;2171079;81487;2159654;3828235;101776816;3761;1576168;937261;5535729;2595.06388;;;;;;
30;22/07/2020;Brazil;TOTAL;TOTAL;1296;82959;66150;2237229;82771;2227514;3888989;104877825;3708;1620313;941990;5535729;2595.06388;;;;;;
30;23/07/2020;Brazil;TOTAL;TOTAL;1313;84272;57326;2294555;84082;2287475;3950541;107565179;3673;1693214;977662;5535729;2595.06388;;;;;;
30;24/07/2020;Brazil;TOTAL;TOTAL;1142;85414;56750;2351305;85238;2343366;4004076;110225531;3633;1751922;1000699;6047128;2834.79980;;;;;;
30;25/07/2020;Brazil;TOTAL;TOTAL;1108;86522;47528;2398833;86449;2394513;4056017;112453570;3607;1787593;1003919;6047128;2834.79980;;;;;;
31;26/07/2020;Brazil;TOTAL;TOTAL;571;87093;22670;2421503;87004;2419091;4082785;113516304;3597;1812913;1008016;6047128;2834.79980;;;;;;
31;27/07/2020;Brazil;TOTAL;TOTAL;684;87777;27998;2449501;87618;2442375;4114850;114828807;3583;1848326;1011487;6047128;2834.79980;;;;;;
31;28/07/2020;Brazil;TOTAL;TOTAL;1257;89034;53995;2503496;88539;2483191;4173776;117360009;3556;1885035;1053208;6359398;2981.18713;;;;;;
31;29/07/2020;Brazil;TOTAL;TOTAL;1198;90232;55439;2558935;90134;2552265;4229936;119958903;3526;1930579;1066739;6359398;2981.18713;;;;;;
31;30/07/2020;Brazil;TOTAL;TOTAL;1202;91434;58161;2617096;91263;2610102;4286284;122685401;3494;1964858;1073615;6988772;3276.22790;;;;;;
31;31/07/2020;Brazil;TOTAL;TOTAL;1271;92705;53142;2670238;92475;2662485;4345867;125176615;3472;2008854;1079525;6988772;3276.22790;;;;;;
31;01/08/2020;Brazil;TOTAL;TOTAL;937;93642;41525;2711763;93563;2707877;4389792;127123243;3453;2046101;1077192;6988772;3276.22790;;;;;;
32;02/08/2020;Brazil;TOTAL;TOTAL;535;94177;24218;2735981;94104;2733677;4414872;128258545;3442;2070779;1055952;8179160;3834.26333;;;;;;
32;03/08/2020;Brazil;TOTAL;TOTAL;598;94775;19947;2755928;94665;2750318;4442905;129193629;3439;2098976;1057182;8179160;3834.26333;;;;;;
32;04/08/2020;Brazil;TOTAL;TOTAL;1321;96096;56011;2811939;95819;2801921;4504831;131819338;3417;2157553;1065394;8185369;3837.17401;;;;;;
32;05/08/2020;Brazil;TOTAL;TOTAL;1391;97487;56677;2868616;97256;2859073;4570039;134476268;3398;2193786;1027452;8185369;3837.17401;;;;;;
32;06/08/2020;Brazil;TOTAL;TOTAL;1225;98712;53734;2922350;98493;2912212;4627465;136995235;3378;2250192;1038623;8477624;3974.17862;;;;;;
32;07/08/2020;Brazil;TOTAL;TOTAL;1084;99796;49658;2972008;99572;2962442;4678282;139323125;3358;2281074;1052114;8477624;3974.17862;;;;;;
32;08/08/2020;Brazil;TOTAL;TOTAL;825;100621;46114;3018122;100477;3012412;4716956;141484877;3334;2321560;1057423;8477624;3974.17862;;;;;;
33;09/08/2020;Brazil;TOTAL;TOTAL;568;101189;22741;3040863;101049;3035422;4743583;142550940;3328;2356983;1070268;8638045;4049.38150;;;;;;
33;10/08/2020;Brazil;TOTAL;TOTAL;789;101978;26622;3067485;101752;3057470;4780570;143798938;3324;2396860;1070388;9130523;4280.24754;;;;;;
33;11/08/2020;Brazil;TOTAL;TOTAL;1181;103159;50585;3118070;103026;3109630;4835934;146170285;3308;2450664;1074176;9130523;4280.24754;;;;;;
33;12/08/2020;Brazil;TOTAL;TOTAL;1191;104350;54876;3172946;104201;3164785;4891766;148742786;3289;2506448;1597938;9497419;4452.24270;;;;;;
33;13/08/2020;Brazil;TOTAL;TOTAL;1228;105578;60824;3233770;105463;3224876;4949333;151594121;3265;2529245;1603169;9497419;4452.24270;;;;;;
33;14/08/2020;Brazil;TOTAL;TOTAL;1013;106591;49457;3283227;106523;3275520;4996821;153912589;3247;2587612;1599922;10255722;4807.72338;;;;;;
33;15/08/2020;Brazil;TOTAL;TOTAL;730;107321;36851;3320078;107232;3317096;5031042;155640106;3232;2622878;1602840;10255722;4807.72338;;;;;;
34;16/08/2020;Brazil;TOTAL;TOTAL;594;107915;23036;3343114;107852;3340197;5058888;156719998;3228;2661233;1618414;10570174;4955.13360;;;;;;
34;17/08/2020;Brazil;TOTAL;TOTAL;785;108700;24136;3367250;108536;3359570;5095687;157851456;3228;2699080;1621927;10570174;4955.13360;;;;;;
34;18/08/2020;Brazil;TOTAL;TOTAL;1347;110047;48862;3416112;109888;3407354;5158833;160142031;3221;2751518;1625197;10570174;4955.13360;;;;;;
34;19/08/2020;Brazil;TOTAL;TOTAL;1156;111203;48307;3464419;111100;3456652;5213024;162406588;3210;2801931;1631219;10570174;4955.13360;;;;;;
34;20/08/2020;Brazil;TOTAL;TOTAL;1236;112439;42951;3507370;112304;3501975;5270966;164420065;3206;2844318;1815614;10980583;5147.52697;;;;;;
34;21/08/2020;Brazil;TOTAL;TOTAL;1064;113503;32566;3539936;113358;3532330;5320845;165946708;3206;2879361;1821296;11005604;5159.25643;;;;;;
34;22/08/2020;Brazil;TOTAL;TOTAL;828;114331;46119;3586055;114250;3582362;5359660;168108695;3188;2919647;1820287;11005604;5159.25643;;;;;;
35;23/08/2020;Brazil;TOTAL;TOTAL;456;114787;21835;3607890;114744;3605783;5381036;169132286;3182;2948815;1860031;11005604;5159.25643;;;;;;
35;24/08/2020;Brazil;TOTAL;TOTAL;707;115494;23124;3631014;115309;3622861;5414180;170216304;3181;2987729;1865172;11193479;5247.32931;;;;;;
35;25/08/2020;Brazil;TOTAL;TOTAL;1204;116698;46289;3677303;116580;3669995;5470621;172386260;3173;3032551;1868953;11193479;5247.32931;;;;;;
35;26/08/2020;Brazil;TOTAL;TOTAL;1084;117782;48133;3725436;117665;3717156;5521437;174642660;3162;3082447;1876011;11193479;5247.32931;;;;;;
35;27/08/2020;Brazil;TOTAL;TOTAL;984;118766;42354;3767790;118649;3761391;5567566;176628150;3152;3124465;1837705;11210798;5255.44819;;;;;;
35;28/08/2020;Brazil;TOTAL;TOTAL;845;119611;43994;3811784;119504;3804803;5607178;178690521;3138;3158783;1844484;11210798;5255.44819;;;;;;
35;29/08/2020;Brazil;TOTAL;TOTAL;909;120520;37597;3849381;120462;3846153;5649791;180453010;3131;3202185;1918414;11682165;5476.41773;;;;;;
36;30/08/2020;Brazil;TOTAL;TOTAL;399;120919;14665;3864046;120828;3862311;5668495;181140482;3129;3237615;1921404;11682165;5476.41773;;;;;;
36;31/08/2020;Brazil;TOTAL;TOTAL;639;121558;49864;3913910;121381;3908272;5698450;183478029;3106;3304354;1922047;11682165;5476.41773;;;;;;
36;01/09/2020;Brazil;TOTAL;TOTAL;1159;122717;44175;3958085;122596;3950931;5752783;185548885;3100;3353637;1932996;11907217;5581.91861;;;;;;
36;02/09/2020;Brazil;TOTAL;TOTAL;1203;123920;46595;4004680;123780;3997865;5809177;187733186;3094;3393078;1957442;11933975;5594.46235;;;;;;
