epi_week;date;country;state;city;newDeaths;deaths;newCases;totalCases;deathsMS;totalCasesMS;deaths_per_100k_inhabitants;totalCases_per_100k_inhabitants;deaths_by_totalCases;recovered;suspects;tests;tests_per_100k_inhabitants;vaccinated;vaccinated_per_100_inhabitants;vaccinated_second;vaccinated_second_per_100_inhabitants;vaccinated_single;vaccinated_single_per_100_inhabitants
108;25/02/2021;Brazil;TOTAL;TOTAL;1575;251719;68275;10401462;251498;10390461;11800196;487604403;2420;9270500;4755382;34460303;16154.45547;6525126;3.05888;1863288;0.87348;213;0.00010
108;26/02/2021;Brazil;TOTAL;TOTAL;1343;253062;63384;10464846;252835;10455630;11863154;490575747;2418;9309568;4755382;34539560;16191.60992;6617022;3.10196;1987907;0.93190;214;0.00010
108;27/02/2021;Brazil;TOTAL;TOTAL;1252;254314;58413;10523259;254221;10517232;11921846;493314057;2417;9372546;4755382;34704162;16268.77279;6740530;3.15986;2016169;0.94515;214;0.00010
109;28/02/2021;Brazil;TOTAL;TOTAL;772;255086;33361;10556620;254942;10551259;11958036;494877969;2416;9382316;4755382;34725552;16278.80009;6767836;3.17266;2023405;0.94854;214;0.00010
109;01/03/2021;Brazil;TOTAL;TOTAL;826;255912;40372;10596992;255720;10587001;11996758;496770546;2415;9437611;4845160;34765380;16297.47083;7095772;3.32639;2150130;1.00795;215;0.00010
109;02/03/2021;Brazil;TOTAL;TOTAL;1721;257633;59684;10656676;257361;10646926;12077435;499568439;2418;9506263;4845160;36714837;17211.34603;7410337;3.47385;2303292;1.07975;216;0.00010
109;03/03/2021;Brazil;TOTAL;TOTAL;1846;259479;72893;10729569;259271;10718630;12163973;502985550;2418;9548315;4845160;36792787;17247.88778;7776078;3.64530;2479739;1.16246;217;0.00010
109;04/03/2021;Brazil;TOTAL;TOTAL;1806;261285;75996;10805565;260970;10793732;12248635;506548125;2418;9605983;4845160;36898125;17297.26861;8033606;3.76603;2634001;1.23478;217;0.00010
109;05/03/2021;Brazil;TOTAL;TOTAL;1713;262998;72493;10878058;262770;10869227;12328938;509946484;2418;9656255;4845160;36976780;17334.14085;8281676;3.88232;2795701;1.31058;217;0.00010
109;06/03/2021;Brazil;TOTAL;TOTAL;1489;264487;66901;10944959;264325;10938836;12398740;513082699;2417;9686024;4845160;36992037;17341.29309;8466297;3.96887;2866480;1.34376;217;0.00010
110;07/03/2021;Brazil;TOTAL;TOTAL;1098;265585;81684;11026643;265411;11019344;12450213;516911918;2409;9739464;5073647;37105304;17394.39091;8550598;4.00839;2897212;1.35817;217;0.00010
110;08/03/2021;Brazil;TOTAL;TOTAL;1118;266703;36568;11063211;266398;11051665;12502623;518626169;2411;9827355;5073647;37177496;17428.23340;8821527;4.13540;3031170;1.42097;219;0.00010
110;09/03/2021;Brazil;TOTAL;TOTAL;1949;268652;71285;11134496;268370;11122429;12593989;521967900;2413;9878566;5073647;37258191;17466.06196;9060486;4.24742;3172596;1.48726;219;0.00010
110;10/03/2021;Brazil;TOTAL;TOTAL;2379;271031;81458;11215954;270656;11202305;12705513;525786524;2416;9921994;5073647;37330968;17500.17869;9297385;4.35847;3350041;1.57045;219;0.00010
110;11/03/2021;Brazil;TOTAL;TOTAL;2194;273225;77059;11293013;272889;11277717;12808364;529398931;2419;9984822;5073647;37428587;17545.94096;9568211;4.48543;3498694;1.64013;276;0.00013
110;12/03/2021;Brazil;TOTAL;TOTAL;2122;275347;82464;11375477;275105;11363380;12907840;533264715;2421;10047968;5073647;37655071;17652.11315;9812190;4.59980;3658167;1.71489;349;0.00016
110;13/03/2021;Brazil;TOTAL;TOTAL;1955;277302;70343;11445820;277102;11439558;12999488;536562286;2423;10084820;5073647;37786476;17713.71377;9941566;4.66045;3741856;1.75412;476;0.00022
111;14/03/2021;Brazil;TOTAL;TOTAL;1069;278371;43445;11489265;278229;11483370;13049601;538598920;2423;10140570;5115676;37823393;17731.01989;9989213;4.68279;3757029;1.76124;478;0.00022
111;15/03/2021;Brazil;TOTAL;TOTAL;1332;279703;44299;11533564;279286;11519609;13112043;540675588;2425;10196596;5115676;37907905;17770.63780;10409072;4.87961;3862885;1.81086;655;0.00031
111;16/03/2021;Brazil;TOTAL;TOTAL;2848;282551;85630;11619194;282127;11603535;13245553;544689790;2432;10261154;5115676;38009513;17818.27006;10723506;5.02701;3979834;1.86568;814;0.00038
111;17/03/2021;Brazil;TOTAL;TOTAL;2661;285212;88640;11707834;284775;11693838;13370296;548845096;2436;10327440;5167353;38117808;17869.03707;11022213;5.16704;4097003;1.92061;1001;0.00047
111;18/03/2021;Brazil;TOTAL;TOTAL;2723;287935;87918;11795752;287499;11780820;13497946;552966555;2441;10384673;5167353;38237629;17925.20730;11345737;5.31871;4199813;1.96881;1126;0.00053
111;19/03/2021;Brazil;TOTAL;TOTAL;2654;290589;88090;11883842;290314;11871390;13622362;557096078;2445;10438487;5167353;38331495;17969.21023;11916399;5.58622;4280477;2.00662;1256;0.00059
111;20/03/2021;Brazil;TOTAL;TOTAL;2369;292958;73299;11957141;292752;11950459;13733417;560532221;2450;10477084;5167353;38402854;18002.66222;12153768;5.69750;4310096;2.02051;1288;0.00060
112;21/03/2021;Brazil;TOTAL;TOTAL;1246;294204;47441;12004582;294042;11998233;13791827;562756182;2451;10525118;5222718;38414595;18008.16622;12230244;5.73335;4328788;2.02927;1288;0.00060
112;22/03/2021;Brazil;TOTAL;TOTAL;1601;295805;55963;12060545;295425;12047526;13866880;565379640;2453;10620775;5222718;38533309;18063.81750;12713229;5.95976;4420680;2.07235;1408;0.00066
112;23/03/2021;Brazil;TOTAL;TOTAL;3147;298952;85188;12145733;298676;12130019;14014406;569373122;2461;10669490;5222718;38602870;18096.42662;13190572;6.18354;4510309;2.11436;1486;0.00070
112;24/03/2021;Brazil;TOTAL;TOTAL;2316;301268;90892;12236625;300685;12220011;14122976;573633998;2462;10750131;5222718;38771509;18175.48196;13811174;6.47446;4642599;2.17638;1547;0.00073
112;25/03/2021;Brazil;TOTAL;TOTAL;2651;303919;98246;12334871;303462;12320169;14247251;578239618;2464;10808499;5430111;38845418;18210.12936;14523255;6.80828;4753183;2.22822;1580;0.00074
112;26/03/2021;Brazil;TOTAL;TOTAL;3510;307429;80338;12415209;307112;12404414;14411795;582005738;2476;10886792;5430111;41765747;19579.13429;15449212;7.24235;4858016;2.27736;1601;0.00075
112;27/03/2021;Brazil;TOTAL;TOTAL;3406;310835;81692;12496901;310550;12490362;14571463;585835333;2487;10948382;5430111;41827329;19608.00297;15808639;7.41084;4891621;2.29312;1619;0.00076
113;28/03/2021;Brazil;TOTAL;TOTAL;1581;312416;46955;12543856;312206;12534688;14645577;588036510;2491;11004281;5430111;41879940;19632.66620;16032102;7.51560;4914947;2.30405;1619;0.00076
113;29/03/2021;Brazil;TOTAL;TOTAL;2012;314428;42606;12586462;313866;12573615;14739897;590033813;2498;11024911;5441421;41912110;19647.74699;16815642;7.88291;5042161;2.36369;1645;0.00077
113;30/03/2021;Brazil;TOTAL;TOTAL;3653;318081;86426;12672888;317646;12658109;14911144;594085330;2510;11085369;5441421;41971077;19675.38981;17432139;8.17192;5164690;2.42113;1654;0.00078
113;31/03/2021;Brazil;TOTAL;TOTAL;3924;322005;88713;12761601;321515;12748747;15095095;598244058;2523;11181371;5441421;42090429;19731.34017;18152566;8.50964;5306324;2.48752;1667;0.00078
113;01/04/2021;Brazil;TOTAL;TOTAL;3652;325657;87759;12849360;325284;12839844;15266295;602358064;2534;11240213;5441421;42168722;19768.04272;19023992;8.91815;5451987;2.55581;1680;0.00079
113;02/04/2021;Brazil;TOTAL;TOTAL;2801;328458;69371;12918731;328206;12910082;15397602;605610069;2542;11280022;5441421;42240982;19801.91708;19292331;9.04395;5490834;2.57402;1692;0.00079
113;03/04/2021;Brazil;TOTAL;TOTAL;1909;330367;39350;12958081;330193;12953597;15487092;607454736;2550;11327510;5479755;42250568;19806.41085;19585002;9.18115;5550049;2.60178;1699;0.00080
114;04/04/2021;Brazil;TOTAL;TOTAL;1242;331609;32314;12990395;331433;12984956;15545316;608969566;2553;11366672;5479755;42290951;19825.34178;19868128;9.31387;5596114;2.62337;1699;0.00080
114;05/04/2021;Brazil;TOTAL;TOTAL;1909;333518;42665;13033060;332752;13013601;15634806;610969635;2559;11405558;5479755;42349570;19852.82145;20426450;9.57560;5828591;2.73235;1734;0.00081
114;06/04/2021;Brazil;TOTAL;TOTAL;4065;337583;85120;13118180;336947;13100580;15825367;614959928;2573;11459548;5479755;42419408;19885.56042;21163565;9.92115;6100016;2.85959;1778;0.00083
114;07/04/2021;Brazil;TOTAL;TOTAL;3671;341254;88676;13206856;340776;13193205;15997458;619116922;2584;11610627;5479755;42591815;19966.38215;21805470;10.22207;6306137;2.95622;1794;0.00084
114;08/04/2021;Brazil;TOTAL;TOTAL;4146;345400;88538;13295394;345025;13279857;16191816;623267446;2598;11668734;5482171;42676465;20006.06476;22484502;10.54039;6598439;3.09325;1807;0.00085
114;09/04/2021;Brazil;TOTAL;TOTAL;3751;349151;88097;13383491;348718;13373174;16367657;627397296;2609;11725248;5482171;42741642;20036.61873;22921482;10.74524;7090280;3.32381;1813;0.00085
114;10/04/2021;Brazil;TOTAL;TOTAL;2378;351529;66537;13450028;351334;13445006;16479134;630516448;2614;11739649;5482171;42741642;20036.61873;23334052;10.93864;7227772;3.38827;1819;0.00085
115;11/04/2021;Brazil;TOTAL;TOTAL;1857;353386;39173;13489201;353137;13482023;16566187;632352817;2620;11878958;5482171;42839236;20082.36928;23534620;11.03266;7294873;3.41972;1821;0.00085
115;12/04/2021;Brazil;TOTAL;TOTAL;1709;355095;39640;13528841;354617;13517808;16646303;634211079;2625;11897429;5482171;42869592;20096.59970;24186588;11.33830;7655107;3.58860;1830;0.00086
115;13/04/2021;Brazil;TOTAL;TOTAL;3754;358849;82640;13611481;358425;13599994;16822284;638085114;2636;12004591;5482171;42964671;20141.17126;24748488;11.60171;7988748;3.74500;1834;0.00086
115;14/04/2021;Brazil;TOTAL;TOTAL;3444;362293;74584;13686065;361884;13673507;16983734;641581496;2647;12052283;5514677;42986801;20151.54546;25280429;11.85107;8389340;3.93279;1834;0.00086
115;15/04/2021;Brazil;TOTAL;TOTAL;3491;365784;71176;13757241;365444;13746681;17147386;644918117;2659;12123308;5514677;43050813;20181.55329;25756818;12.07440;8814874;4.13228;1835;0.00086
115;16/04/2021;Brazil;TOTAL;TOTAL;3337;369121;84374;13841615;368749;13832455;17303820;648873439;2667;12173458;5514677;43152651;20229.29337;26076390;12.22421;9459241;4.43435;1836;0.00086
115;17/04/2021;Brazil;TOTAL;TOTAL;2877;371998;68555;13910170;371678;13900091;17438689;652087191;2674;12212890;5514677;43172148;20238.43326;26305021;12.33139;9742322;4.56705;1836;0.00086
116;18/04/2021;Brazil;TOTAL;TOTAL;1521;373519;38834;13949004;373335;13943071;17509991;653907669;2678;12303538;5514677;43239204;20269.86807;26419160;12.38489;9814936;4.60109;1836;0.00086
116;19/04/2021;Brazil;TOTAL;TOTAL;1756;375275;36507;13985511;374682;13973695;17592310;655619060;2683;12346828;5514677;43246224;20273.15894;26885797;12.60364;10370337;4.86145;1837;0.00086
116;20/04/2021;Brazil;TOTAL;TOTAL;3345;378620;72628;14058139;378003;14043076;17749118;659023748;2693;12425791;5514677;43364614;20328.65833;27377674;12.83423;10868518;5.09499;1837;0.00086
116;21/04/2021;Brazil;TOTAL;TOTAL;3196;381816;73982;14132121;381475;14122795;17898942;662491910;2702;12436210;5514677;43385777;20338.57922;27742769;13.00538;11072933;5.19082;1838;0.00086
116;22/04/2021;Brazil;TOTAL;TOTAL;2051;383867;48101;14180222;383502;14167973;17995089;664746810;2707;12530970;5514677;43486715;20385.89739;28118736;13.18163;11543333;5.41134;1838;0.00086
116;23/04/2021;Brazil;TOTAL;TOTAL;3042;386909;69277;14249499;386416;14237078;18137694;667994408;2715;12593957;5514677;43538104;20409.98776;29038640;13.61286;12443776;5.83345;1839;0.00086
116;24/04/2021;Brazil;TOTAL;TOTAL;2766;389675;63774;14313273;389492;14308215;18267360;670984034;2722;12606011;5514677;43538104;20409.98776;29223769;13.69965;12662457;5.93596;1839;0.00086
117;25/04/2021;Brazil;TOTAL;TOTAL;1334;391009;33639;14346912;390797;14340787;18329895;672560978;2725;12614559;5514677;43539837;20410.80016;29276343;13.72430;12728879;5.96710;1839;0.00086
117;26/04/2021;Brazil;TOTAL;TOTAL;1380;392389;32387;14379299;391936;14369423;18394588;674079231;2729;12707500;5514677;43559085;20419.82332;29816426;13.97748;13335822;6.25163;1839;0.00086
117;27/04/2021;Brazil;TOTAL;TOTAL;3081;395470;75827;14455126;395022;14441563;18539020;677633883;2736;12816963;5514677;43748615;20508.67205;30472317;14.28495;14162647;6.63923;1840;0.00086
117;28/04/2021;Brazil;TOTAL;TOTAL;3007;398477;77268;14532394;398185;14521289;18679984;681256087;2742;12854947;5514677;43775323;20521.19234;30952357;14.50998;14782827;6.92996;1844;0.00086
117;29/04/2021;Brazil;TOTAL;TOTAL;3032;401509;68603;14600997;401186;14590678;18822119;684472089;2750;12960529;5514677;43821152;20542.67627;31478088;14.75644;15333064;7.18790;1845;0.00086
117;30/04/2021;Brazil;TOTAL;TOTAL;2860;404369;72000;14672997;403781;14659011;18956191;687847337;2756;13007565;5514677;43957543;20606.61425;31918680;14.96298;15844406;7.42761;1848;0.00087
117;01/05/2021;Brazil;TOTAL;TOTAL;2239;406608;58289;14731286;406437;14725975;19061152;690579835;2760;13044347;6199251;43991474;20622.52058;32046805;15.02305;15968798;7.48592;1849;0.00087
118;02/05/2021;Brazil;TOTAL;TOTAL;1265;407873;29287;14760573;407639;14754910;19120454;691952764;2763;13083550;6199251;46437617;21769.23447;32222879;15.10559;16005216;7.50300;1851;0.00087
118;03/05/2021;Brazil;TOTAL;TOTAL;1125;408998;38971;14799544;408622;14779529;19173192;693779664;2764;13135143;6199251;46515675;21805.82685;32680022;15.31989;16432900;7.70349;1851;0.00087
118;04/05/2021;Brazil;TOTAL;TOTAL;2979;411977;69530;14869074;411588;14856888;19312843;697039123;2771;13170561;6199251;46546245;21820.15759;33283393;15.60274;16864957;7.90603;1851;0.00087
118;05/05/2021;Brazil;TOTAL;TOTAL;2770;414747;76366;14945440;414399;14930183;19442696;700619043;2775;13254660;6199251;46623449;21856.34963;33968856;15.92407;17225254;8.07493;1854;0.00087
118;06/05/2021;Brazil;TOTAL;TOTAL;2535;417282;72281;15017721;416949;15003563;19561533;704007464;2779;13285589;6199251;46675867;21880.92237;34902080;16.36155;17501317;8.20435;1858;0.00087
118;07/05/2021;Brazil;TOTAL;TOTAL;2184;419466;76830;15094551;419114;15082449;19663915;707609135;2779;13400075;6199251;46822608;21949.71228;35596026;16.68686;17776236;8.33322;1860;0.00087
118;08/05/2021;Brazil;TOTAL;TOTAL;2080;421546;61749;15156300;421316;15145879;19761423;710503832;2781;13422047;6199251;46834128;21955.11268;35814357;16.78921;17850198;8.36790;1861;0.00087
119;09/05/2021;Brazil;TOTAL;TOTAL;922;422468;32720;15189020;422340;15184790;19804644;712037695;2781;13457400;6199251;46886139;21979.49463;35870764;16.81566;17876103;8.38004;1861;0.00087
119;10/05/2021;Brazil;TOTAL;TOTAL;1111;423579;36287;15225307;423229;15209990;19856726;713738773;2782;13481062;6199251;46901500;21986.69562;36485491;17.10383;18218972;8.54077;1864;0.00087
119;11/05/2021;Brazil;TOTAL;TOTAL;2244;425823;70082;15295389;425540;15282705;19961922;717024109;2784;13592463;6199251;46933781;22001.82846;37071677;17.37863;18519017;8.68143;1867;0.00088
119;12/05/2021;Brazil;TOTAL;TOTAL;2581;428404;76237;15371626;428034;15359397;20082915;720597981;2787;13627986;6199251;46981303;22024.10603;37816946;17.72800;18795392;8.81099;1868;0.00088
119;13/05/2021;Brazil;TOTAL;TOTAL;2277;430681;80018;15451644;430417;15433989;20189657;724349101;2787;13662690;6199251;47012314;22038.64351;38349928;17.97785;18930172;8.87417;1870;0.00088
119;14/05/2021;Brazil;TOTAL;TOTAL;2187;432868;77910;15529554;432628;15519525;20292180;728001401;2787;13703280;6199251;47041452;22052.30295;38952701;18.26042;19109798;8.95838;1870;0.00088
119;15/05/2021;Brazil;TOTAL;TOTAL;2001;434869;67348;15596902;434715;15586534;20385984;731158571;2788;13764520;6395973;47073060;22067.12029;39191828;18.37252;19212287;9.00642;1874;0.00088
120;16/05/2021;Brazil;TOTAL;TOTAL;1060;435929;37559;15634461;435751;15627475;20435675;732919278;2788;13765469;6395973;47073060;22067.12029;39369758;18.45593;19296987;9.04613;1874;0.00088
120;17/05/2021;Brazil;TOTAL;TOTAL;1084;437013;35584;15670045;436537;15657391;20486492;734587401;2789;13862615;6395973;47116589;22087.52601;39961191;18.73319;19563009;9.17084;1876;0.00088
120;18/05/2021;Brazil;TOTAL;TOTAL;2451;439464;74799;15744844;439050;15732836;20601391;738093862;2791;13957814;6395973;48852865;22901.46527;40557385;19.01267;19832862;9.29734;1876;0.00088
120;19/05/2021;Brazil;TOTAL;TOTAL;2499;441963;80257;15825101;441691;15812055;20718540;741856186;2793;14045321;6395973;48940425;22942.51203;41125491;19.27899;20040133;9.39450;1876;0.00088
120;20/05/2021;Brazil;TOTAL;TOTAL;2510;444473;83378;15908479;444094;15894094;20836205;745764817;2794;14084873;6395973;48986473;22964.09862;41812653;19.60112;20324286;9.52771;1883;0.00088
120;21/05/2021;Brazil;TOTAL;TOTAL;2126;446599;76621;15985100;446309;15970949;20935868;749356691;2794;14103800;6395973;49013934;22976.97191;42390055;19.87180;20585863;9.65033;1883;0.00088
120;22/05/2021;Brazil;TOTAL;TOTAL;1726;448325;67893;16052993;448208;16047439;21016781;752539409;2793;14132443;6395973;49046902;22992.42680;42609906;19.97486;20705991;9.70665;1884;0.00088
121;23/05/2021;Brazil;TOTAL;TOTAL;889;449214;38490;16091483;449068;16083258;21058455;754343761;2792;14132443;6395973;49046902;22992.42680;43196516;20.24986;20930183;9.81175;1884;0.00088
121;24/05/2021;Brazil;TOTAL;TOTAL;861;450075;37466;16128949;449858;16120756;21098818;756100109;2790;14190644;6395973;49072172;23004.27298;43721132;20.49579;21224014;9.94949;1887;0.00088
121;25/05/2021;Brazil;TOTAL;TOTAL;2183;452258;74026;16202975;452031;16194209;21201153;759570333;2791;14231991;6395973;49076549;23006.32485;44232454;20.73549;21519177;10.08786;1887;0.00088
121;26/05/2021;Brazil;TOTAL;TOTAL;2463;454721;80231;16283206;454429;16274695;21316615;763331437;2793;14310683;6395973;49081279;23008.54220;44744459;20.97551;21750092;10.19611;1887;0.00088
121;27/05/2021;Brazil;TOTAL;TOTAL;2101;456822;64520;16347726;456674;16342162;21415107;766356035;2794;14455810;6395973;49353004;23135.92267;45228177;21.20227;21959719;10.29438;1889;0.00089
121;28/05/2021;Brazil;TOTAL;TOTAL;2425;459247;53875;16401601;459045;16391930;21528787;768881611;2800;14492701;6395973;49384362;23150.62281;46007036;21.56738;22203681;10.40874;1896;0.00089
121;29/05/2021;Brazil;TOTAL;TOTAL;1939;461186;75861;16477462;461057;16471600;21619684;772437857;2799;14540507;6395973;49403998;23159.82787;46306587;21.70781;22278959;10.44403;1899;0.00089
122;30/05/2021;Brazil;TOTAL;TOTAL;913;462099;41447;16518909;461931;16515120;21662484;774380828;2797;14544785;6395973;49410095;23162.68604;46385885;21.74498;22309800;10.45849;1902;0.00089
122;31/05/2021;Brazil;TOTAL;TOTAL;965;463064;36599;16555508;462791;16545554;21707722;776096533;2797;14586009;6655234;49495703;23202.81775;47021991;22.04318;22451301;10.52482;1903;0.00089
122;01/06/2021;Brazil;TOTAL;TOTAL;2332;465396;78904;16634412;465199;16624480;21817043;779795430;2798;14722192;6655234;49569793;23237.54999;47627660;22.32711;22661443;10.62333;1908;0.00089
122;02/06/2021;Brazil;TOTAL;TOTAL;2507;467903;96270;16730682;467706;16720081;21934567;784308418;2797;14765156;6655234;49631233;23266.35211;48582786;22.77486;22947743;10.75755;1932;0.00091
122;03/06/2021;Brazil;TOTAL;TOTAL;1913;469816;76061;16806743;469388;16803472;22024245;787874040;2795;14818184;6655234;49765330;23329.21470;49046839;22.99240;23031492;10.79681;1938;0.00091
122;04/06/2021;Brazil;TOTAL;TOTAL;1191;471007;43168;16849911;470842;16841408;22080077;789897689;2795;14874923;6655234;49857892;23372.60633;49684272;23.29122;23095495;10.82681;1942;0.00091
122;05/06/2021;Brazil;TOTAL;TOTAL;1670;472677;61660;16911571;472531;16907425;22158365;792788214;2795;14944069;6655234;49878944;23382.47518;50191277;23.52889;23179676;10.86627;1946;0.00091
123;06/06/2021;Brazil;TOTAL;TOTAL;880;473557;40343;16951914;473404;16947062;22199618;794679431;2794;15002817;6655234;49939952;23411.07479;50384506;23.61947;23209508;10.88026;1951;0.00091
123;07/06/2021;Brazil;TOTAL;TOTAL;1149;474706;39701;16991615;474414;16984218;22253481;796540552;2794;15022649;6655234;50029606;23453.10319;51087585;23.94907;23311429;10.92804;1960;0.00092
123;08/06/2021;Brazil;TOTAL;TOTAL;2647;477353;55703;17047318;476792;17037129;22377568;799151823;2800;15059712;6655234;50073330;23473.60032;52205050;24.47292;23487857;11.01074;1973;0.00092
123;09/06/2021;Brazil;TOTAL;TOTAL;2389;479742;84846;17132164;479515;17122877;22489561;803129271;2800;15154101;6655234;50127012;23498.76561;53277689;24.97575;23615375;11.07052;1979;0.00093
123;10/06/2021;Brazil;TOTAL;TOTAL;2501;482243;91231;17223395;482019;17210969;22606804;807406039;2800;15211176;6655234;50191122;23528.81939;54305523;25.45759;23727765;11.12321;2047;0.00096
123;11/06/2021;Brazil;TOTAL;TOTAL;2176;484419;86306;17309701;484235;17296118;22708811;811451931;2799;15260459;6655234;50245852;23554.47596;55458519;25.99809;23846061;11.17866;2047;0.00096
123;12/06/2021;Brazil;TOTAL;TOTAL;1974;486393;73760;17383461;486272;17374818;22801349;814909685;2798;15300271;6655234;50485241;23666.69781;56082538;26.29062;23884111;11.19650;2047;0.00096
124;13/06/2021;Brazil;TOTAL;TOTAL;1119;487512;36982;17420443;487401;17412766;22853806;816643344;2799;15401424;6655234;50801841;23815.11498;56403706;26.44118;23906617;11.20705;2051;0.00096
124;14/06/2021;Brazil;TOTAL;TOTAL;1019;488531;42685;17463128;488228;17452612;22901575;818644350;2797;15469067;6655234;50835875;23831.06959;57471235;26.94162;23975227;11.23921;2074;0.00097
124;15/06/2021;Brazil;TOTAL;TOTAL;2683;491214;87119;17550247;490696;17533221;23027350;822728354;2799;15519955;6655234;50893819;23858.23284;58758537;27.54509;24081010;11.28880;2127;0.00100
124;16/06/2021;Brazil;TOTAL;TOTAL;2700;493914;86519;17636766;493693;17628588;23153922;826784230;2800;15587562;6655234;50951461;23885.25451;60060884;28.15561;24162038;11.32679;2196;0.00103
124;17/06/2021;Brazil;TOTAL;TOTAL;2314;496228;76465;17713231;496004;17702630;23262399;830368791;2801;15660614;6929736;52726489;24717.36011;62217932;29.16680;24300880;11.39188;2379;0.00112
124;18/06/2021;Brazil;TOTAL;TOTAL;2475;498703;95432;17808663;498499;17801462;23378423;834842495;2800;15687189;6929736;52781423;24743.11231;63852264;29.93295;24420458;11.44793;2558;0.00120
124;19/06/2021;Brazil;TOTAL;TOTAL;2205;500908;77930;17886593;500800;17883750;23481790;838495733;2800;15745463;6929736;52818761;24760.61579;64744486;30.35121;24492749;11.48182;2722;0.00128
125;20/06/2021;Brazil;TOTAL;TOTAL;1031;501939;44581;17931174;501825;17927928;23530122;840585621;2799;15745463;6929736;52818761;24760.61579;65176731;30.55384;24514458;11.49200;2734;0.00128
125;21/06/2021;Brazil;TOTAL;TOTAL;981;502920;45396;17976570;502586;17966831;23576109;842713715;2798;15834314;6929736;52820657;24761.50460;66498448;31.17344;24634850;11.54844;2920;0.00137
125;22/06/2021;Brazil;TOTAL;TOTAL;2103;505023;124239;18100809;504717;18054653;23674695;848537846;2790;15985625;6929736;52977109;24834.84687;67735474;31.75334;24771270;11.61239;3254;0.00153
125;23/06/2021;Brazil;TOTAL;TOTAL;2265;507288;77384;18178193;507109;18169881;23780874;852165488;2791;16009391;6929736;53008201;24849.42232;68991818;32.34229;24930130;11.68686;3603;0.00169
125;24/06/2021;Brazil;TOTAL;TOTAL;2038;509326;76610;18254803;509141;18243483;23876413;855756846;2790;16038230;6929736;53057848;24872.69606;70234807;32.92499;25246955;11.83538;4105;0.00192
125;25/06/2021;Brazil;TOTAL;TOTAL;2007;511333;75050;18329853;511142;18322760;23970498;859275074;2790;16136175;6929736;53196856;24937.86086;71508496;33.52207;25431563;11.92192;14383;0.00674
125;26/06/2021;Brazil;TOTAL;TOTAL;1516;512849;60662;18390515;512735;18386894;24041566;862118814;2789;16146608;6929736;53202943;24940.71435;72163060;33.82892;25488639;11.94868;70842;0.03321
126;27/06/2021;Brazil;TOTAL;TOTAL;720;513569;31978;18422493;513474;18420598;24075318;863617893;2788;16160826;6929736;53209627;24943.84770;72380250;33.93074;25504188;11.95597;102889;0.04823
126;28/06/2021;Brazil;TOTAL;TOTAL;714;514283;32049;18454542;514092;18448402;24108789;865120301;2787;16240380;6929736;53286135;24979.71347;73195993;34.31315;25638452;12.01891;286957;0.13452
126;29/06/2021;Brazil;TOTAL;TOTAL;1938;516221;65948;18520490;515985;18513305;24199640;868211841;2787;16277785;6929736;53320295;24995.72715;74570994;34.95773;25914430;12.14828;501125;0.23492
126;30/06/2021;Brazil;TOTAL;TOTAL;2063;518284;47128;18567618;518066;18557141;24296350;870421128;2791;16306372;6929736;53327474;24999.09255;75653853;35.46535;26100179;12.23536;619863;0.29058
126;01/07/2021;Brazil;TOTAL;TOTAL;1932;520216;61119;18628737;520095;18622304;24386919;873286292;2793;16477253;6929736;53971507;25301.00523;76721747;35.96596;26305954;12.33182;718363;0.33676
126;02/07/2021;Brazil;TOTAL;TOTAL;1875;522091;63565;18692302;521952;18687469;24474816;876266121;2793;16509821;6929736;54003112;25315.82116;77912380;36.52412;26491236;12.41868;842227;0.39482
126;03/07/2021;Brazil;TOTAL;TOTAL;1635;523726;53729;18746031;523587;18742025;24551462;878784853;2794;16524100;6929736;54021950;25324.65213;78439069;36.77102;26574196;12.45757;918535;0.43059
127;04/07/2021;Brazil;TOTAL;TOTAL;771;524497;25460;18771491;524417;18769808;24587606;879978378;2794;16582483;6929736;54128041;25374.38594;78701024;36.89382;26617306;12.47778;948036;0.44442
127;05/07/2021;Brazil;TOTAL;TOTAL;787;525284;27929;18799420;525112;18792511;24624499;881287646;2794;16675561;6929736;54146861;25383.20847;79846004;37.43057;26894631;12.60779;1034957;0.48517
127;06/07/2021;Brazil;TOTAL;TOTAL;1757;527041;61672;18861092;526892;18855015;24706864;884178734;2794;16740136;7614414;54178005;25397.80829;80928485;37.93802;27130766;12.71848;1279390;0.59976
127;07/07/2021;Brazil;TOTAL;TOTAL;1584;528625;54146;18915238;528540;18909037;24781120;886717015;2795;16763522;7614414;54204686;25410.31593;82049424;38.46350;27365735;12.82863;1696298;0.79520
127;08/07/2021;Brazil;TOTAL;TOTAL;1727;530352;54134;18969372;530179;18962762;24862079;889254732;2796;16796161;7614414;54226282;25420.43980;83054186;38.93451;27671788;12.97210;2024256;0.94894
127;09/07/2021;Brazil;TOTAL;TOTAL;1472;531824;58440;19027812;531688;19020499;24931084;891994309;2795;16823301;7614414;54242687;25428.13021;83963770;39.36091;27875404;13.06756;2322374;1.08869
127;10/07/2021;Brazil;TOTAL;TOTAL;1157;532981;44115;19071927;532893;19069003;24985322;894062352;2795;16983333;7614414;54395937;25499.97143;84546364;39.63402;28050556;13.14967;2501776;1.17279
128;11/07/2021;Brazil;TOTAL;TOTAL;564;533545;19144;19091071;533488;19089940;25011762;894959793;2795;17001043;7614414;54402249;25502.93040;84798718;39.75232;28120270;13.18235;2586860;1.21268
